	pos	hei	wei	ID	filename
1455.1b_V_B11_2012-05-07.fsa.3	3490	3461	231	1455.1b_V_B11_2012-05-07.fsa.3	1455.1b_V_B11_2012-05-07.fsa
1455.1b_V_B11_2012-05-07.fsa.4	3501	1108	231	1455.1b_V_B11_2012-05-07.fsa.4	1455.1b_V_B11_2012-05-07.fsa
1455.1b_V_B11_2012-05-07.fsa.5	3532	1360	235	1455.1b_V_B11_2012-05-07.fsa.5	1455.1b_V_B11_2012-05-07.fsa
1455.1b_V_B11_2012-05-07.fsa.6	3584	6267	239	1455.1b_V_B11_2012-05-07.fsa.6	1455.1b_V_B11_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.1	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.1	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.2	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.2	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.3	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.3	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.4	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.4	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.5	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.5	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.6	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.6	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.7	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.7	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_IV_C05_2012-05-07.fsa.8	3481	150.932890593957	235	1456.3a_IV_C05_2012-05-07.fsa.8	1456.3a_IV_C05_2012-05-07.fsa
1456.3a_V_C05_2012-05-07.fsa.1	3376	185	227	1456.3a_V_C05_2012-05-07.fsa.1	1456.3a_V_C05_2012-05-07.fsa
1456.3a_V_C05_2012-05-07.fsa.2	3407	361	231	1456.3a_V_C05_2012-05-07.fsa.2	1456.3a_V_C05_2012-05-07.fsa
1456.3a_V_C05_2012-05-07.fsa.3	3498	450	239	1456.3a_V_C05_2012-05-07.fsa.3	1456.3a_V_C05_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.1	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.1	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.2	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.2	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.3	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.3	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.4	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.4	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.5	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.5	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.6	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.6	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.7	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.7	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_IV_C11_2012-05-07.fsa.8	0	0	0	1456.3b_IV_C11_2012-05-07.fsa.8	1456.3b_IV_C11_2012-05-07.fsa
1456.3b_V_C11_2012-05-07.fsa.1	3407	347	227	1456.3b_V_C11_2012-05-07.fsa.1	1456.3b_V_C11_2012-05-07.fsa
1456.3b_V_C11_2012-05-07.fsa.2	3438	450	231	1456.3b_V_C11_2012-05-07.fsa.2	1456.3b_V_C11_2012-05-07.fsa
1456.3b_V_C11_2012-05-07.fsa.3	3530	588	239	1456.3b_V_C11_2012-05-07.fsa.3	1456.3b_V_C11_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.1	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.1	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.2	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.2	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.3	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.3	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.4	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.4	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.5	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.5	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.6	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.6	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.7	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.7	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_IV_D05_2012-05-07.fsa.8	0	0	0	1457.1a_IV_D05_2012-05-07.fsa.8	1457.1a_IV_D05_2012-05-07.fsa
1457.1a_V_D05_2012-05-07.fsa.1	3264	105	215	1457.1a_V_D05_2012-05-07.fsa.1	1457.1a_V_D05_2012-05-07.fsa
1457.1a_V_D05_2012-05-07.fsa.2	3511	110	239	1457.1a_V_D05_2012-05-07.fsa.2	1457.1a_V_D05_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.1	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.1	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.2	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.2	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.3	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.3	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.4	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.4	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.5	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.5	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.6	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.6	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.7	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.7	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_IV_D11_2012-05-07.fsa.8	0	0	0	1457.1b_IV_D11_2012-05-07.fsa.8	1457.1b_IV_D11_2012-05-07.fsa
1457.1b_V_D11_2012-05-07.fsa.1	3278	287	215	1457.1b_V_D11_2012-05-07.fsa.1	1457.1b_V_D11_2012-05-07.fsa
1457.1b_V_D11_2012-05-07.fsa.2	3403	129	227	1457.1b_V_D11_2012-05-07.fsa.2	1457.1b_V_D11_2012-05-07.fsa
1457.1b_V_D11_2012-05-07.fsa.3	3434	285	231	1457.1b_V_D11_2012-05-07.fsa.3	1457.1b_V_D11_2012-05-07.fsa
1457.1b_V_D11_2012-05-07.fsa.4	3527	455	239	1457.1b_V_D11_2012-05-07.fsa.4	1457.1b_V_D11_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.1	0	0	0	147.1a_IV_D02_2012-05-07.fsa.1	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.2	0	0	0	147.1a_IV_D02_2012-05-07.fsa.2	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.3	0	0	0	147.1a_IV_D02_2012-05-07.fsa.3	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.4	0	0	0	147.1a_IV_D02_2012-05-07.fsa.4	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.5	0	0	0	147.1a_IV_D02_2012-05-07.fsa.5	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.6	0	0	0	147.1a_IV_D02_2012-05-07.fsa.6	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.7	0	0	0	147.1a_IV_D02_2012-05-07.fsa.7	147.1a_IV_D02_2012-05-07.fsa
147.1a_IV_D02_2012-05-07.fsa.8	0	0	0	147.1a_IV_D02_2012-05-07.fsa.8	147.1a_IV_D02_2012-05-07.fsa
147.1a_V_D02_2012-05-08.fsa.1	3336	262	215	147.1a_V_D02_2012-05-08.fsa.1	147.1a_V_D02_2012-05-08.fsa
147.1a_V_D02_2012-05-08.fsa.2	3458	576	227	147.1a_V_D02_2012-05-08.fsa.2	147.1a_V_D02_2012-05-08.fsa
147.1a_V_D02_2012-05-08.fsa.3	3489	170	231	147.1a_V_D02_2012-05-08.fsa.3	147.1a_V_D02_2012-05-08.fsa
147.1a_V_D02_2012-05-08.fsa.4	3581	512	239	147.1a_V_D02_2012-05-08.fsa.4	147.1a_V_D02_2012-05-08.fsa
147.1b_IV_D08_2012-05-07.fsa.1	0	0	0	147.1b_IV_D08_2012-05-07.fsa.1	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.2	0	0	0	147.1b_IV_D08_2012-05-07.fsa.2	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.3	0	0	0	147.1b_IV_D08_2012-05-07.fsa.3	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.4	0	0	0	147.1b_IV_D08_2012-05-07.fsa.4	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.5	0	0	0	147.1b_IV_D08_2012-05-07.fsa.5	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.6	0	0	0	147.1b_IV_D08_2012-05-07.fsa.6	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.7	0	0	0	147.1b_IV_D08_2012-05-07.fsa.7	147.1b_IV_D08_2012-05-07.fsa
147.1b_IV_D08_2012-05-07.fsa.8	0	0	0	147.1b_IV_D08_2012-05-07.fsa.8	147.1b_IV_D08_2012-05-07.fsa
147.1b_V_D08_2012-05-08.fsa.1	3222	247	215	147.1b_V_D08_2012-05-08.fsa.1	147.1b_V_D08_2012-05-08.fsa
147.1b_V_D08_2012-05-08.fsa.2	3342	512	227	147.1b_V_D08_2012-05-08.fsa.2	147.1b_V_D08_2012-05-08.fsa
147.1b_V_D08_2012-05-08.fsa.3	3373	223	231	147.1b_V_D08_2012-05-08.fsa.3	147.1b_V_D08_2012-05-08.fsa
147.1b_V_D08_2012-05-08.fsa.4	3464	599	239	147.1b_V_D08_2012-05-08.fsa.4	147.1b_V_D08_2012-05-08.fsa
151.1a_IV_B06_2012-05-07.fsa.1	0	0	0	151.1a_IV_B06_2012-05-07.fsa.1	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.2	0	0	0	151.1a_IV_B06_2012-05-07.fsa.2	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.3	0	0	0	151.1a_IV_B06_2012-05-07.fsa.3	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.4	0	0	0	151.1a_IV_B06_2012-05-07.fsa.4	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.5	0	0	0	151.1a_IV_B06_2012-05-07.fsa.5	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.6	0	0	0	151.1a_IV_B06_2012-05-07.fsa.6	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.7	0	0	0	151.1a_IV_B06_2012-05-07.fsa.7	151.1a_IV_B06_2012-05-07.fsa
151.1a_IV_B06_2012-05-07.fsa.8	0	0	0	151.1a_IV_B06_2012-05-07.fsa.8	151.1a_IV_B06_2012-05-07.fsa
151.1a_V_B06_2012-05-08.fsa.1	3321	174	223	151.1a_V_B06_2012-05-08.fsa.1	151.1a_V_B06_2012-05-08.fsa
151.1a_V_B06_2012-05-08.fsa.2	3364	106	227	151.1a_V_B06_2012-05-08.fsa.2	151.1a_V_B06_2012-05-08.fsa
151.1b_IV_B12_2012-05-07.fsa.1	0	0	0	151.1b_IV_B12_2012-05-07.fsa.1	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.2	0	0	0	151.1b_IV_B12_2012-05-07.fsa.2	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.3	0	0	0	151.1b_IV_B12_2012-05-07.fsa.3	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.4	0	0	0	151.1b_IV_B12_2012-05-07.fsa.4	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.5	0	0	0	151.1b_IV_B12_2012-05-07.fsa.5	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.6	0	0	0	151.1b_IV_B12_2012-05-07.fsa.6	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.7	0	0	0	151.1b_IV_B12_2012-05-07.fsa.7	151.1b_IV_B12_2012-05-07.fsa
151.1b_IV_B12_2012-05-07.fsa.8	0	0	0	151.1b_IV_B12_2012-05-07.fsa.8	151.1b_IV_B12_2012-05-07.fsa
151.1b_V_B12_2012-05-08.fsa.1	3408	672	223	151.1b_V_B12_2012-05-08.fsa.1	151.1b_V_B12_2012-05-08.fsa
151.1b_V_B12_2012-05-08.fsa.2	3452	324	227	151.1b_V_B12_2012-05-08.fsa.2	151.1b_V_B12_2012-05-08.fsa
151.1b_V_B12_2012-05-08.fsa.3	3483	159	231	151.1b_V_B12_2012-05-08.fsa.3	151.1b_V_B12_2012-05-08.fsa
151.1b_V_B12_2012-05-08.fsa.4	3577	176	239	151.1b_V_B12_2012-05-08.fsa.4	151.1b_V_B12_2012-05-08.fsa
153.3a_IV_E06_2012-05-07.fsa.1	0	0	0	153.3a_IV_E06_2012-05-07.fsa.1	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.2	0	0	0	153.3a_IV_E06_2012-05-07.fsa.2	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.3	0	0	0	153.3a_IV_E06_2012-05-07.fsa.3	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.4	0	0	0	153.3a_IV_E06_2012-05-07.fsa.4	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.5	0	0	0	153.3a_IV_E06_2012-05-07.fsa.5	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.6	0	0	0	153.3a_IV_E06_2012-05-07.fsa.6	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.7	0	0	0	153.3a_IV_E06_2012-05-07.fsa.7	153.3a_IV_E06_2012-05-07.fsa
153.3a_IV_E06_2012-05-07.fsa.8	0	0	0	153.3a_IV_E06_2012-05-07.fsa.8	153.3a_IV_E06_2012-05-07.fsa
153.3a_V_E06_2012-05-08.fsa.1	0	0	0	153.3a_V_E06_2012-05-08.fsa.1	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.2	0	0	0	153.3a_V_E06_2012-05-08.fsa.2	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.3	0	0	0	153.3a_V_E06_2012-05-08.fsa.3	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.4	0	0	0	153.3a_V_E06_2012-05-08.fsa.4	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.5	0	0	0	153.3a_V_E06_2012-05-08.fsa.5	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.6	0	0	0	153.3a_V_E06_2012-05-08.fsa.6	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.7	0	0	0	153.3a_V_E06_2012-05-08.fsa.7	153.3a_V_E06_2012-05-08.fsa
153.3a_V_E06_2012-05-08.fsa.8	0	0	0	153.3a_V_E06_2012-05-08.fsa.8	153.3a_V_E06_2012-05-08.fsa
153.3b_IV_E12_2012-05-07.fsa.1	0	0	0	153.3b_IV_E12_2012-05-07.fsa.1	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.2	0	0	0	153.3b_IV_E12_2012-05-07.fsa.2	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.3	0	0	0	153.3b_IV_E12_2012-05-07.fsa.3	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.4	0	0	0	153.3b_IV_E12_2012-05-07.fsa.4	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.5	0	0	0	153.3b_IV_E12_2012-05-07.fsa.5	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.6	0	0	0	153.3b_IV_E12_2012-05-07.fsa.6	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.7	0	0	0	153.3b_IV_E12_2012-05-07.fsa.7	153.3b_IV_E12_2012-05-07.fsa
153.3b_IV_E12_2012-05-07.fsa.8	0	0	0	153.3b_IV_E12_2012-05-07.fsa.8	153.3b_IV_E12_2012-05-07.fsa
153.3b_V_E12_2012-05-08.fsa.1	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.1	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.2	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.2	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.3	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.3	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.4	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.4	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.5	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.5	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.6	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.6	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.7	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.7	153.3b_V_E12_2012-05-08.fsa
153.3b_V_E12_2012-05-08.fsa.8	3376	224.984129977169	223	153.3b_V_E12_2012-05-08.fsa.8	153.3b_V_E12_2012-05-08.fsa
157.1a_IV_C06_2012-05-07.fsa.1	0	0	0	157.1a_IV_C06_2012-05-07.fsa.1	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.2	0	0	0	157.1a_IV_C06_2012-05-07.fsa.2	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.3	0	0	0	157.1a_IV_C06_2012-05-07.fsa.3	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.4	0	0	0	157.1a_IV_C06_2012-05-07.fsa.4	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.5	0	0	0	157.1a_IV_C06_2012-05-07.fsa.5	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.6	0	0	0	157.1a_IV_C06_2012-05-07.fsa.6	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.7	0	0	0	157.1a_IV_C06_2012-05-07.fsa.7	157.1a_IV_C06_2012-05-07.fsa
157.1a_IV_C06_2012-05-07.fsa.8	0	0	0	157.1a_IV_C06_2012-05-07.fsa.8	157.1a_IV_C06_2012-05-07.fsa
157.1a_V_C06_2012-05-08.fsa.1	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.1	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.2	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.2	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.3	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.3	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.4	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.4	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.5	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.5	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.6	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.6	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.7	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.7	157.1a_V_C06_2012-05-08.fsa
157.1a_V_C06_2012-05-08.fsa.8	3272	263.885486346297	219	157.1a_V_C06_2012-05-08.fsa.8	157.1a_V_C06_2012-05-08.fsa
157.1b_IV_C12_2012-05-07.fsa.1	0	0	0	157.1b_IV_C12_2012-05-07.fsa.1	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.2	0	0	0	157.1b_IV_C12_2012-05-07.fsa.2	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.3	0	0	0	157.1b_IV_C12_2012-05-07.fsa.3	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.4	0	0	0	157.1b_IV_C12_2012-05-07.fsa.4	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.5	0	0	0	157.1b_IV_C12_2012-05-07.fsa.5	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.6	0	0	0	157.1b_IV_C12_2012-05-07.fsa.6	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.7	0	0	0	157.1b_IV_C12_2012-05-07.fsa.7	157.1b_IV_C12_2012-05-07.fsa
157.1b_IV_C12_2012-05-07.fsa.8	0	0	0	157.1b_IV_C12_2012-05-07.fsa.8	157.1b_IV_C12_2012-05-07.fsa
157.1b_V_C12_2012-05-08.fsa.1	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.1	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.2	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.2	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.3	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.3	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.4	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.4	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.5	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.5	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.6	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.6	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.7	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.7	157.1b_V_C12_2012-05-08.fsa
157.1b_V_C12_2012-05-08.fsa.8	3299	237.656651532047	219	157.1b_V_C12_2012-05-08.fsa.8	157.1b_V_C12_2012-05-08.fsa
157.2a_IV_D06_2012-05-07.fsa.1	0	0	0	157.2a_IV_D06_2012-05-07.fsa.1	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.2	0	0	0	157.2a_IV_D06_2012-05-07.fsa.2	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.3	0	0	0	157.2a_IV_D06_2012-05-07.fsa.3	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.4	0	0	0	157.2a_IV_D06_2012-05-07.fsa.4	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.5	0	0	0	157.2a_IV_D06_2012-05-07.fsa.5	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.6	0	0	0	157.2a_IV_D06_2012-05-07.fsa.6	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.7	0	0	0	157.2a_IV_D06_2012-05-07.fsa.7	157.2a_IV_D06_2012-05-07.fsa
157.2a_IV_D06_2012-05-07.fsa.8	0	0	0	157.2a_IV_D06_2012-05-07.fsa.8	157.2a_IV_D06_2012-05-07.fsa
157.2a_V_D06_2012-05-08.fsa.1	0	0	0	157.2a_V_D06_2012-05-08.fsa.1	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.2	0	0	0	157.2a_V_D06_2012-05-08.fsa.2	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.3	0	0	0	157.2a_V_D06_2012-05-08.fsa.3	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.4	0	0	0	157.2a_V_D06_2012-05-08.fsa.4	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.5	0	0	0	157.2a_V_D06_2012-05-08.fsa.5	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.6	0	0	0	157.2a_V_D06_2012-05-08.fsa.6	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.7	0	0	0	157.2a_V_D06_2012-05-08.fsa.7	157.2a_V_D06_2012-05-08.fsa
157.2a_V_D06_2012-05-08.fsa.8	0	0	0	157.2a_V_D06_2012-05-08.fsa.8	157.2a_V_D06_2012-05-08.fsa
157.2b_IV_D12_2012-05-07.fsa.1	0	0	0	157.2b_IV_D12_2012-05-07.fsa.1	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.2	0	0	0	157.2b_IV_D12_2012-05-07.fsa.2	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.3	0	0	0	157.2b_IV_D12_2012-05-07.fsa.3	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.4	0	0	0	157.2b_IV_D12_2012-05-07.fsa.4	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.5	0	0	0	157.2b_IV_D12_2012-05-07.fsa.5	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.6	0	0	0	157.2b_IV_D12_2012-05-07.fsa.6	157.2b_IV_D12_2012-05-07.fsa
157.2b_IV_D12_2012-05-07.fsa.7	0	0	0	157.2b_IV_D12_2012-05-07.fsa.7	157.2b_IV_D12_2012-05-07.fsa
