	pos	hei	wei	ID	filename
157.2b_IV_D12_2012-05-07.fsa.8	0	0	0	157.2b_IV_D12_2012-05-07.fsa.8	157.2b_IV_D12_2012-05-07.fsa
157.2b_V_D12_2012-05-08.fsa.1	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.1	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.2	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.2	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.3	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.3	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.4	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.4	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.5	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.5	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.6	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.6	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.7	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.7	157.2b_V_D12_2012-05-08.fsa
157.2b_V_D12_2012-05-08.fsa.8	3299	436.928549516612	219	157.2b_V_D12_2012-05-08.fsa.8	157.2b_V_D12_2012-05-08.fsa
18.1a_IV_B01_2012-05-07.fsa.1	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.1	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.2	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.2	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.3	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.3	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.4	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.4	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.5	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.5	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.6	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.6	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.7	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.7	18.1a_IV_B01_2012-05-07.fsa
18.1a_IV_B01_2012-05-07.fsa.8	3542	152.535015974406	235	18.1a_IV_B01_2012-05-07.fsa.8	18.1a_IV_B01_2012-05-07.fsa
18.1a_V_B01_2012-05-07.fsa.1	3332	140	215	18.1a_V_B01_2012-05-07.fsa.1	18.1a_V_B01_2012-05-07.fsa
18.1a_V_B01_2012-05-07.fsa.2	3454	679	227	18.1a_V_B01_2012-05-07.fsa.2	18.1a_V_B01_2012-05-07.fsa
18.1a_V_B01_2012-05-07.fsa.3	3485	1333	231	18.1a_V_B01_2012-05-07.fsa.3	18.1a_V_B01_2012-05-07.fsa
18.1a_V_B01_2012-05-07.fsa.4	3578	2309	239	18.1a_V_B01_2012-05-07.fsa.4	18.1a_V_B01_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.1	0	0	0	18.1b_IV_B07_2012-05-07.fsa.1	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.2	0	0	0	18.1b_IV_B07_2012-05-07.fsa.2	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.3	0	0	0	18.1b_IV_B07_2012-05-07.fsa.3	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.4	0	0	0	18.1b_IV_B07_2012-05-07.fsa.4	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.5	0	0	0	18.1b_IV_B07_2012-05-07.fsa.5	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.6	0	0	0	18.1b_IV_B07_2012-05-07.fsa.6	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.7	0	0	0	18.1b_IV_B07_2012-05-07.fsa.7	18.1b_IV_B07_2012-05-07.fsa
18.1b_IV_B07_2012-05-07.fsa.8	0	0	0	18.1b_IV_B07_2012-05-07.fsa.8	18.1b_IV_B07_2012-05-07.fsa
18.1b_V_B07_2012-05-07.fsa.1	3382	1484	227	18.1b_V_B07_2012-05-07.fsa.1	18.1b_V_B07_2012-05-07.fsa
18.1b_V_B07_2012-05-07.fsa.2	3413	2737	231	18.1b_V_B07_2012-05-07.fsa.2	18.1b_V_B07_2012-05-07.fsa
18.1b_V_B07_2012-05-07.fsa.3	3463	271	235	18.1b_V_B07_2012-05-07.fsa.3	18.1b_V_B07_2012-05-07.fsa
18.1b_V_B07_2012-05-07.fsa.4	3505	4628	239	18.1b_V_B07_2012-05-07.fsa.4	18.1b_V_B07_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.1	0	0	0	187.1a_IV_E02_2012-05-07.fsa.1	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.2	0	0	0	187.1a_IV_E02_2012-05-07.fsa.2	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.3	0	0	0	187.1a_IV_E02_2012-05-07.fsa.3	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.4	0	0	0	187.1a_IV_E02_2012-05-07.fsa.4	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.5	0	0	0	187.1a_IV_E02_2012-05-07.fsa.5	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.6	0	0	0	187.1a_IV_E02_2012-05-07.fsa.6	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.7	0	0	0	187.1a_IV_E02_2012-05-07.fsa.7	187.1a_IV_E02_2012-05-07.fsa
187.1a_IV_E02_2012-05-07.fsa.8	0	0	0	187.1a_IV_E02_2012-05-07.fsa.8	187.1a_IV_E02_2012-05-07.fsa
187.1a_V_E02_2012-05-08.fsa.1	0	0	0	187.1a_V_E02_2012-05-08.fsa.1	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.2	0	0	0	187.1a_V_E02_2012-05-08.fsa.2	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.3	0	0	0	187.1a_V_E02_2012-05-08.fsa.3	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.4	0	0	0	187.1a_V_E02_2012-05-08.fsa.4	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.5	0	0	0	187.1a_V_E02_2012-05-08.fsa.5	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.6	0	0	0	187.1a_V_E02_2012-05-08.fsa.6	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.7	0	0	0	187.1a_V_E02_2012-05-08.fsa.7	187.1a_V_E02_2012-05-08.fsa
187.1a_V_E02_2012-05-08.fsa.8	0	0	0	187.1a_V_E02_2012-05-08.fsa.8	187.1a_V_E02_2012-05-08.fsa
187.1b_IV_E08_2012-05-07.fsa.1	0	0	0	187.1b_IV_E08_2012-05-07.fsa.1	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.2	0	0	0	187.1b_IV_E08_2012-05-07.fsa.2	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.3	0	0	0	187.1b_IV_E08_2012-05-07.fsa.3	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.4	0	0	0	187.1b_IV_E08_2012-05-07.fsa.4	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.5	0	0	0	187.1b_IV_E08_2012-05-07.fsa.5	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.6	0	0	0	187.1b_IV_E08_2012-05-07.fsa.6	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.7	0	0	0	187.1b_IV_E08_2012-05-07.fsa.7	187.1b_IV_E08_2012-05-07.fsa
187.1b_IV_E08_2012-05-07.fsa.8	0	0	0	187.1b_IV_E08_2012-05-07.fsa.8	187.1b_IV_E08_2012-05-07.fsa
187.1b_V_E08_2012-05-08.fsa.1	0	0	0	187.1b_V_E08_2012-05-08.fsa.1	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.2	0	0	0	187.1b_V_E08_2012-05-08.fsa.2	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.3	0	0	0	187.1b_V_E08_2012-05-08.fsa.3	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.4	0	0	0	187.1b_V_E08_2012-05-08.fsa.4	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.5	0	0	0	187.1b_V_E08_2012-05-08.fsa.5	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.6	0	0	0	187.1b_V_E08_2012-05-08.fsa.6	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.7	0	0	0	187.1b_V_E08_2012-05-08.fsa.7	187.1b_V_E08_2012-05-08.fsa
187.1b_V_E08_2012-05-08.fsa.8	0	0	0	187.1b_V_E08_2012-05-08.fsa.8	187.1b_V_E08_2012-05-08.fsa
30.1a_IV_C01_2012-05-07.fsa.1	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.1	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.2	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.2	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.3	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.3	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.4	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.4	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.5	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.5	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.6	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.6	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.7	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.7	30.1a_IV_C01_2012-05-07.fsa
30.1a_IV_C01_2012-05-07.fsa.8	3513	263.775206060401	235	30.1a_IV_C01_2012-05-07.fsa.8	30.1a_IV_C01_2012-05-07.fsa
30.1a_V_C01_2012-05-07.fsa.1	3442	398	227	30.1a_V_C01_2012-05-07.fsa.1	30.1a_V_C01_2012-05-07.fsa
30.1a_V_C01_2012-05-07.fsa.2	3565	321	239	30.1a_V_C01_2012-05-07.fsa.2	30.1a_V_C01_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.1	0	0	0	30.1b_IV_C07_2012-05-07.fsa.1	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.2	0	0	0	30.1b_IV_C07_2012-05-07.fsa.2	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.3	0	0	0	30.1b_IV_C07_2012-05-07.fsa.3	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.4	0	0	0	30.1b_IV_C07_2012-05-07.fsa.4	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.5	0	0	0	30.1b_IV_C07_2012-05-07.fsa.5	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.6	0	0	0	30.1b_IV_C07_2012-05-07.fsa.6	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.7	0	0	0	30.1b_IV_C07_2012-05-07.fsa.7	30.1b_IV_C07_2012-05-07.fsa
30.1b_IV_C07_2012-05-07.fsa.8	0	0	0	30.1b_IV_C07_2012-05-07.fsa.8	30.1b_IV_C07_2012-05-07.fsa
30.1b_V_C07_2012-05-07.fsa.1	3355	630	227	30.1b_V_C07_2012-05-07.fsa.1	30.1b_V_C07_2012-05-07.fsa
30.1b_V_C07_2012-05-07.fsa.2	3477	774	239	30.1b_V_C07_2012-05-07.fsa.2	30.1b_V_C07_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.1	0	0	0	46.1a_IV_D01_2012-05-07.fsa.1	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.2	0	0	0	46.1a_IV_D01_2012-05-07.fsa.2	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.3	0	0	0	46.1a_IV_D01_2012-05-07.fsa.3	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.4	0	0	0	46.1a_IV_D01_2012-05-07.fsa.4	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.5	0	0	0	46.1a_IV_D01_2012-05-07.fsa.5	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.6	0	0	0	46.1a_IV_D01_2012-05-07.fsa.6	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.7	0	0	0	46.1a_IV_D01_2012-05-07.fsa.7	46.1a_IV_D01_2012-05-07.fsa
46.1a_IV_D01_2012-05-07.fsa.8	0	0	0	46.1a_IV_D01_2012-05-07.fsa.8	46.1a_IV_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.1	3328	118	215	46.1a_V_D01_2012-05-07.fsa.1	46.1a_V_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.2	3427	425	223	46.1a_V_D01_2012-05-07.fsa.2	46.1a_V_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.3	3467	218	227	46.1a_V_D01_2012-05-07.fsa.3	46.1a_V_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.4	3497	150	231	46.1a_V_D01_2012-05-07.fsa.4	46.1a_V_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.5	3539	2443	235	46.1a_V_D01_2012-05-07.fsa.5	46.1a_V_D01_2012-05-07.fsa
46.1a_V_D01_2012-05-07.fsa.6	3591	165	239	46.1a_V_D01_2012-05-07.fsa.6	46.1a_V_D01_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.1	0	0	0	46.1b_IV_D07_2012-05-07.fsa.1	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.2	0	0	0	46.1b_IV_D07_2012-05-07.fsa.2	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.3	0	0	0	46.1b_IV_D07_2012-05-07.fsa.3	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.4	0	0	0	46.1b_IV_D07_2012-05-07.fsa.4	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.5	0	0	0	46.1b_IV_D07_2012-05-07.fsa.5	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.6	0	0	0	46.1b_IV_D07_2012-05-07.fsa.6	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.7	0	0	0	46.1b_IV_D07_2012-05-07.fsa.7	46.1b_IV_D07_2012-05-07.fsa
46.1b_IV_D07_2012-05-07.fsa.8	0	0	0	46.1b_IV_D07_2012-05-07.fsa.8	46.1b_IV_D07_2012-05-07.fsa
46.1b_V_D07_2012-05-07.fsa.1	3352	218	227	46.1b_V_D07_2012-05-07.fsa.1	46.1b_V_D07_2012-05-07.fsa
46.1b_V_D07_2012-05-07.fsa.2	3382	165	231	46.1b_V_D07_2012-05-07.fsa.2	46.1b_V_D07_2012-05-07.fsa
46.1b_V_D07_2012-05-07.fsa.3	3473	225	239	46.1b_V_D07_2012-05-07.fsa.3	46.1b_V_D07_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.1	0	0	0	47.1a_IV_E01_2012-05-07.fsa.1	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.2	0	0	0	47.1a_IV_E01_2012-05-07.fsa.2	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.3	0	0	0	47.1a_IV_E01_2012-05-07.fsa.3	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.4	0	0	0	47.1a_IV_E01_2012-05-07.fsa.4	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.5	0	0	0	47.1a_IV_E01_2012-05-07.fsa.5	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.6	0	0	0	47.1a_IV_E01_2012-05-07.fsa.6	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.7	0	0	0	47.1a_IV_E01_2012-05-07.fsa.7	47.1a_IV_E01_2012-05-07.fsa
47.1a_IV_E01_2012-05-07.fsa.8	0	0	0	47.1a_IV_E01_2012-05-07.fsa.8	47.1a_IV_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.1	3447	1313	223	47.1a_V_E01_2012-05-07.fsa.1	47.1a_V_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.2	3488	164	227	47.1a_V_E01_2012-05-07.fsa.2	47.1a_V_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.3	3516	219	231	47.1a_V_E01_2012-05-07.fsa.3	47.1a_V_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.4	3528	300	231	47.1a_V_E01_2012-05-07.fsa.4	47.1a_V_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.5	3561	3427	235	47.1a_V_E01_2012-05-07.fsa.5	47.1a_V_E01_2012-05-07.fsa
47.1a_V_E01_2012-05-07.fsa.6	3613	125	239	47.1a_V_E01_2012-05-07.fsa.6	47.1a_V_E01_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.1	0	0	0	47.1b_IV_E07_2012-05-07.fsa.1	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.2	0	0	0	47.1b_IV_E07_2012-05-07.fsa.2	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.3	0	0	0	47.1b_IV_E07_2012-05-07.fsa.3	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.4	0	0	0	47.1b_IV_E07_2012-05-07.fsa.4	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.5	0	0	0	47.1b_IV_E07_2012-05-07.fsa.5	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.6	0	0	0	47.1b_IV_E07_2012-05-07.fsa.6	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.7	0	0	0	47.1b_IV_E07_2012-05-07.fsa.7	47.1b_IV_E07_2012-05-07.fsa
47.1b_IV_E07_2012-05-07.fsa.8	0	0	0	47.1b_IV_E07_2012-05-07.fsa.8	47.1b_IV_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.1	3349	1138	223	47.1b_V_E07_2012-05-07.fsa.1	47.1b_V_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.2	3375	157	227	47.1b_V_E07_2012-05-07.fsa.2	47.1b_V_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.3	3386	268	227	47.1b_V_E07_2012-05-07.fsa.3	47.1b_V_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.4	3423	277	231	47.1b_V_E07_2012-05-07.fsa.4	47.1b_V_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.5	3471	315	235	47.1b_V_E07_2012-05-07.fsa.5	47.1b_V_E07_2012-05-07.fsa
47.1b_V_E07_2012-05-07.fsa.6	3508	213	239	47.1b_V_E07_2012-05-07.fsa.6	47.1b_V_E07_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.1	0	0	0	473.1a_IV_F02_2012-05-07.fsa.1	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.2	0	0	0	473.1a_IV_F02_2012-05-07.fsa.2	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.3	0	0	0	473.1a_IV_F02_2012-05-07.fsa.3	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.4	0	0	0	473.1a_IV_F02_2012-05-07.fsa.4	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.5	0	0	0	473.1a_IV_F02_2012-05-07.fsa.5	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.6	0	0	0	473.1a_IV_F02_2012-05-07.fsa.6	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.7	0	0	0	473.1a_IV_F02_2012-05-07.fsa.7	473.1a_IV_F02_2012-05-07.fsa
473.1a_IV_F02_2012-05-07.fsa.8	0	0	0	473.1a_IV_F02_2012-05-07.fsa.8	473.1a_IV_F02_2012-05-07.fsa
473.1a_V_F02_2012-05-08.fsa.1	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.1	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.2	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.2	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.3	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.3	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.4	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.4	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.5	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.5	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.6	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.6	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.7	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.7	473.1a_V_F02_2012-05-08.fsa
473.1a_V_F02_2012-05-08.fsa.8	3355	123.242564765532	215	473.1a_V_F02_2012-05-08.fsa.8	473.1a_V_F02_2012-05-08.fsa
473.1b_IV_F08_2012-05-07.fsa.1	0	0	0	473.1b_IV_F08_2012-05-07.fsa.1	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.2	0	0	0	473.1b_IV_F08_2012-05-07.fsa.2	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.3	0	0	0	473.1b_IV_F08_2012-05-07.fsa.3	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.4	0	0	0	473.1b_IV_F08_2012-05-07.fsa.4	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.5	0	0	0	473.1b_IV_F08_2012-05-07.fsa.5	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.6	0	0	0	473.1b_IV_F08_2012-05-07.fsa.6	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.7	0	0	0	473.1b_IV_F08_2012-05-07.fsa.7	473.1b_IV_F08_2012-05-07.fsa
473.1b_IV_F08_2012-05-07.fsa.8	0	0	0	473.1b_IV_F08_2012-05-07.fsa.8	473.1b_IV_F08_2012-05-07.fsa
473.1b_V_F08_2012-05-08.fsa.1	3286	150	215	473.1b_V_F08_2012-05-08.fsa.1	473.1b_V_F08_2012-05-08.fsa
473.1b_V_F08_2012-05-08.fsa.2	3488	118	235	473.1b_V_F08_2012-05-08.fsa.2	473.1b_V_F08_2012-05-08.fsa
498.2a_IV_G02_2012-05-07.fsa.1	0	0	0	498.2a_IV_G02_2012-05-07.fsa.1	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.2	0	0	0	498.2a_IV_G02_2012-05-07.fsa.2	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.3	0	0	0	498.2a_IV_G02_2012-05-07.fsa.3	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.4	0	0	0	498.2a_IV_G02_2012-05-07.fsa.4	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.5	0	0	0	498.2a_IV_G02_2012-05-07.fsa.5	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.6	0	0	0	498.2a_IV_G02_2012-05-07.fsa.6	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.7	0	0	0	498.2a_IV_G02_2012-05-07.fsa.7	498.2a_IV_G02_2012-05-07.fsa
498.2a_IV_G02_2012-05-07.fsa.8	0	0	0	498.2a_IV_G02_2012-05-07.fsa.8	498.2a_IV_G02_2012-05-07.fsa
498.2a_V_G02_2012-05-08.fsa.1	0	0	0	498.2a_V_G02_2012-05-08.fsa.1	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.2	0	0	0	498.2a_V_G02_2012-05-08.fsa.2	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.3	0	0	0	498.2a_V_G02_2012-05-08.fsa.3	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.4	0	0	0	498.2a_V_G02_2012-05-08.fsa.4	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.5	0	0	0	498.2a_V_G02_2012-05-08.fsa.5	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.6	0	0	0	498.2a_V_G02_2012-05-08.fsa.6	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.7	0	0	0	498.2a_V_G02_2012-05-08.fsa.7	498.2a_V_G02_2012-05-08.fsa
498.2a_V_G02_2012-05-08.fsa.8	0	0	0	498.2a_V_G02_2012-05-08.fsa.8	498.2a_V_G02_2012-05-08.fsa
498.2b_IV_G08_2012-05-07.fsa.1	0	0	0	498.2b_IV_G08_2012-05-07.fsa.1	498.2b_IV_G08_2012-05-07.fsa
498.2b_IV_G08_2012-05-07.fsa.2	0	0	0	498.2b_IV_G08_2012-05-07.fsa.2	498.2b_IV_G08_2012-05-07.fsa
498.2b_IV_G08_2012-05-07.fsa.3	0	0	0	498.2b_IV_G08_2012-05-07.fsa.3	498.2b_IV_G08_2012-05-07.fsa
